country,countryIso,updated,confirmed,deaths,recovered,date,source
Fiji,FJI,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
France,FRA,2020-02-29T05:00:00.000Z,100,2,,2020-02-29,jhu
Gabon,GAB,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Britain,GBR,2020-02-29T05:00:00.000Z,23,0,,2020-02-29,jhu
Georgia,GEO,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Ghana,GHA,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Guinea,GIN,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Gambia,GMB,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Guinea-Bissau,GNB,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Eq. Guinea,GNQ,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Greece,GRC,2020-02-29T05:00:00.000Z,4,0,,2020-02-29,jhu
Grenada,GRD,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Guatemala,GTM,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Guyana,GUY,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Honduras,HND,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Croatia,HRV,2020-02-29T05:00:00.000Z,6,0,,2020-02-29,jhu
Haiti,HTI,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Hungary,HUN,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Indonesia,IDN,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
India,IND,2020-02-29T05:00:00.000Z,3,0,,2020-02-29,jhu
Ireland,IRL,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Iran,IRN,2020-02-29T05:00:00.000Z,593,43,,2020-02-29,jhu
Iraq,IRQ,2020-02-29T05:00:00.000Z,13,0,,2020-02-29,jhu
Iceland,ISL,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Israel,ISR,2020-02-29T05:00:00.000Z,7,0,,2020-02-29,jhu
Italy,ITA,2020-02-29T05:00:00.000Z,1128,29,,2020-02-29,jhu
Jamaica,JAM,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Jordan,JOR,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Japan,JPN,2020-02-29T05:00:00.000Z,241,5,,2020-02-29,jhu
Kazakhstan,KAZ,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Kenya,KEN,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Kyrgyzstan,KGZ,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Cambodia,KHM,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Saint Kitts and Nevis,KNA,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
South Korea,KOR,2020-02-29T05:00:00.000Z,3150,16,,2020-02-29,jhu
Kuwait,KWT,2020-02-29T05:00:00.000Z,45,0,,2020-02-29,jhu
Laos,LAO,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Lebanon,LBN,2020-02-29T05:00:00.000Z,4,0,,2020-02-29,jhu
Liberia,LBR,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Libya,LBY,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Saint Lucia,LCA,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Liechtenstein,LIE,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Sri Lanka,LKA,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Lithuania,LTU,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Luxembourg,LUX,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Latvia,LVA,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Morocco,MAR,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Monaco,MCO,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Moldova,MDA,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Madagascar,MDG,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Maldives,MDV,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Mexico,MEX,2020-02-29T05:00:00.000Z,4,0,,2020-02-29,jhu
North Macedonia,MKD,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Mali,MLI,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Malta,MLT,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Myanmar,MMR,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Montenegro,MNE,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Mongolia,MNG,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Mozambique,MOZ,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Mauritania,MRT,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
,,2020-02-29T00:00:00.000Z,0,0,,2020-02-29,jhu
Mauritius,MUS,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Malawi,MWI,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Malaysia,MYS,2020-02-29T05:00:00.000Z,25,0,,2020-02-29,jhu
Namibia,NAM,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Niger,NER,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Nigeria,NGA,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Nicaragua,NIC,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Netherlands,NLD,2020-02-29T05:00:00.000Z,6,0,,2020-02-29,jhu
Norway,NOR,2020-02-29T05:00:00.000Z,15,0,,2020-02-29,jhu
Nepal,NPL,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
New Zealand,NZL,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Oman,OMN,2020-02-29T05:00:00.000Z,6,0,,2020-02-29,jhu
Pakistan,PAK,2020-02-29T05:00:00.000Z,4,0,,2020-02-29,jhu
Panama,PAN,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Peru,PER,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Philippines,PHL,2020-02-29T05:00:00.000Z,3,1,,2020-02-29,jhu
Papua New Guinea,PNG,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Poland,POL,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Portugal,PRT,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Paraguay,PRY,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
West Bank and Gaza,PSE,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Qatar,QAT,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Romania,ROU,2020-02-29T05:00:00.000Z,3,0,,2020-02-29,jhu
Russia,RUS,2020-02-29T05:00:00.000Z,2,0,,2020-02-29,jhu
Rwanda,RWA,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Saudi Arabia,SAU,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Sudan,SDN,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Senegal,SEN,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Singapore,SGP,2020-02-29T05:00:00.000Z,102,0,,2020-02-29,jhu
Sierra Leone,SLE,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
El Salvador,SLV,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
San Marino,SMR,2020-02-29T05:00:00.000Z,1,0,,2020-02-29,jhu
Somalia,SOM,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Serbia,SRB,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
S. Sudan,SSD,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Sao Tome and Principe,STP,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Suriname,SUR,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Slovakia,SVK,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Slovenia,SVN,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Sweden,SWE,2020-02-29T05:00:00.000Z,12,0,,2020-02-29,jhu
Eswatini,SWZ,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Seychelles,SYC,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Syria,SYR,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Chad,TCD,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Togo,TGO,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Thailand,THA,2020-02-29T05:00:00.000Z,42,0,,2020-02-29,jhu
Timor-Leste,TLS,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Trinidad and Tobago,TTO,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Tunisia,TUN,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Turkey,TUR,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Taiwan,TWN,2020-02-29T05:00:00.000Z,39,1,,2020-02-29,jhu
Tanzania,TZA,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Uganda,UGA,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Ukraine,UKR,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Uruguay,URY,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
U.S.,USA,2020-07-09T20:41:00.366Z,294,48,,2020-02-29,wapo
Uzbekistan,UZB,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
,,2020-02-29T00:00:00.000Z,21,0,,2020-02-29,jhu
Holy See,VAT,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Saint Vincent and the Grenadines,VCT,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Venezuela,VEN,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Vietnam,VNM,2020-02-29T05:00:00.000Z,16,0,,2020-02-29,jhu
Kosovo,XKX,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Yemen,YEM,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
South Africa,ZAF,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Zambia,ZMB,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Zimbabwe,ZWE,2020-02-29T05:00:00.000Z,0,0,,2020-02-29,jhu
Afghanistan,AFG,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Angola,AGO,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Albania,ALB,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Andorra,AND,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
UAE,ARE,2020-03-01T05:00:00.000Z,21,0,,2020-03-01,jhu
Argentina,ARG,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Armenia,ARM,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Antigua and Barbuda,ATG,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Australia,AUS,2020-03-01T05:00:00.000Z,27,1,,2020-03-01,jhu
Austria,AUT,2020-03-01T05:00:00.000Z,14,0,,2020-03-01,jhu
Azerbaijan,AZE,2020-03-01T05:00:00.000Z,3,0,,2020-03-01,jhu
Burundi,BDI,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Belgium,BEL,2020-03-01T05:00:00.000Z,2,0,,2020-03-01,jhu
Benin,BEN,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Burkina Faso,BFA,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Bangladesh,BGD,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Bulgaria,BGR,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Bahrain,BHR,2020-03-01T05:00:00.000Z,47,0,,2020-03-01,jhu
The Bahamas,BHS,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Bosnia,BIH,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Belarus,BLR,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Belize,BLZ,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Bolivia,BOL,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Brazil,BRA,2020-03-01T05:00:00.000Z,2,0,,2020-03-01,jhu
Barbados,BRB,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Brunei,BRN,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Bhutan,BTN,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Botswana,BWA,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Central African Rep.,CAF,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Canada,CAN,2020-03-01T05:00:00.000Z,24,0,,2020-03-01,jhu
Switzerland,CHE,2020-03-01T05:00:00.000Z,27,0,,2020-03-01,jhu
Chile,CHL,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
China,CHN,2020-03-01T05:00:00.000Z,79932,2872,,2020-03-01,jhu
Ivory Coast,CIV,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Cameroon,CMR,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Dem. Rep. Congo,COD,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Congo,COG,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Colombia,COL,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Cape Verde,CPV,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Costa Rica,CRI,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Cuba,CUB,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Cyprus,CYP,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Czechia,CZE,2020-03-01T05:00:00.000Z,3,0,,2020-03-01,jhu
Germany,DEU,2020-03-01T05:00:00.000Z,130,0,,2020-03-01,jhu
Djibouti,DJI,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Dominica,DMA,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Denmark,DNK,2020-03-01T05:00:00.000Z,4,0,,2020-03-01,jhu
Dominican Republic,DOM,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Algeria,DZA,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
,,2020-03-01T00:00:00.000Z,705,6,,2020-03-01,jhu
Ecuador,ECU,2020-03-01T05:00:00.000Z,6,0,,2020-03-01,jhu
Egypt,EGY,2020-03-01T05:00:00.000Z,2,0,,2020-03-01,jhu
Eritrea,ERI,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
W. Sahara,ESH,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Spain,ESP,2020-03-01T05:00:00.000Z,84,0,,2020-03-01,jhu
Estonia,EST,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Ethiopia,ETH,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Finland,FIN,2020-03-01T05:00:00.000Z,6,0,,2020-03-01,jhu
Fiji,FJI,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
France,FRA,2020-03-01T05:00:00.000Z,130,2,,2020-03-01,jhu
Gabon,GAB,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Britain,GBR,2020-03-01T05:00:00.000Z,36,0,,2020-03-01,jhu
Georgia,GEO,2020-03-01T05:00:00.000Z,3,0,,2020-03-01,jhu
Ghana,GHA,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Guinea,GIN,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Gambia,GMB,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Guinea-Bissau,GNB,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Eq. Guinea,GNQ,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Greece,GRC,2020-03-01T05:00:00.000Z,7,0,,2020-03-01,jhu
Grenada,GRD,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Guatemala,GTM,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Guyana,GUY,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Honduras,HND,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Croatia,HRV,2020-03-01T05:00:00.000Z,7,0,,2020-03-01,jhu
Haiti,HTI,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Hungary,HUN,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Indonesia,IDN,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
India,IND,2020-03-01T05:00:00.000Z,3,0,,2020-03-01,jhu
Ireland,IRL,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Iran,IRN,2020-03-01T05:00:00.000Z,978,54,,2020-03-01,jhu
Iraq,IRQ,2020-03-01T05:00:00.000Z,19,0,,2020-03-01,jhu
Iceland,ISL,2020-03-01T05:00:00.000Z,3,0,,2020-03-01,jhu
Israel,ISR,2020-03-01T05:00:00.000Z,10,0,,2020-03-01,jhu
Italy,ITA,2020-03-01T05:00:00.000Z,1694,34,,2020-03-01,jhu
Jamaica,JAM,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Jordan,JOR,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Japan,JPN,2020-03-01T05:00:00.000Z,256,6,,2020-03-01,jhu
Kazakhstan,KAZ,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Kenya,KEN,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Kyrgyzstan,KGZ,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Cambodia,KHM,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Saint Kitts and Nevis,KNA,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
South Korea,KOR,2020-03-01T05:00:00.000Z,3736,17,,2020-03-01,jhu
Kuwait,KWT,2020-03-01T05:00:00.000Z,45,0,,2020-03-01,jhu
Laos,LAO,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Lebanon,LBN,2020-03-01T05:00:00.000Z,10,0,,2020-03-01,jhu
Liberia,LBR,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Libya,LBY,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Saint Lucia,LCA,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Liechtenstein,LIE,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Sri Lanka,LKA,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Lithuania,LTU,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Luxembourg,LUX,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Latvia,LVA,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Morocco,MAR,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Monaco,MCO,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Moldova,MDA,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Madagascar,MDG,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Maldives,MDV,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Mexico,MEX,2020-03-01T05:00:00.000Z,5,0,,2020-03-01,jhu
North Macedonia,MKD,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Mali,MLI,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Malta,MLT,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Myanmar,MMR,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Montenegro,MNE,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Mongolia,MNG,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Mozambique,MOZ,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Mauritania,MRT,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
,,2020-03-01T00:00:00.000Z,0,0,,2020-03-01,jhu
Mauritius,MUS,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Malawi,MWI,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Malaysia,MYS,2020-03-01T05:00:00.000Z,29,0,,2020-03-01,jhu
Namibia,NAM,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Niger,NER,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Nigeria,NGA,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Nicaragua,NIC,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Netherlands,NLD,2020-03-01T05:00:00.000Z,10,0,,2020-03-01,jhu
Norway,NOR,2020-03-01T05:00:00.000Z,19,0,,2020-03-01,jhu
Nepal,NPL,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
New Zealand,NZL,2020-03-01T05:00:00.000Z,1,0,,2020-03-01,jhu
Oman,OMN,2020-03-01T05:00:00.000Z,6,0,,2020-03-01,jhu
Pakistan,PAK,2020-03-01T05:00:00.000Z,4,0,,2020-03-01,jhu
Panama,PAN,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Peru,PER,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Philippines,PHL,2020-03-01T05:00:00.000Z,3,1,,2020-03-01,jhu
Papua New Guinea,PNG,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Poland,POL,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Portugal,PRT,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Paraguay,PRY,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
West Bank and Gaza,PSE,2020-03-01T05:00:00.000Z,0,0,,2020-03-01,jhu
Qatar,QAT,2020-03-01T05:00:00.000Z,3,0,,2020-03-01,jhu
